speechiness,loudness,danceability,energy,,target,
540,-3132,426,855,,7,855000
1260,-7399,478,548,,7,548000
269,-8824,630,609,,7,609000
1350,-8770,329,974,,7,974000
295,-5782,584,521,,7,521000
378,-3100,671,766,,7,766000
613,-8123,721,521,,7,521000
509,-6846,136,733,,7,733000
258,-9129,360,501,,7,501000
352,-8574,634,746,,7,746000
552,-5964,391,791,,7,791000
1720,-4208,258,978,,7,978000
448,-7766,454,910,,7,910000
638,-5996,266,871,,7,871000
376,-8800,391,536,,7,536000
344,-4267,593,757,,7,757000
1760,-2492,503,967,,7,967000
309,-14097,662,456,,7,456000
660,-3162,460,890,,7,890000
372,-7242,618,707,,7,707000
1200,-6240,480,867,,7,867000
713,-5563,471,849,,7,849000
278,-4261,537,847,,7,847000
304,-13458,553,576,,7,576000
263,-5429,613,608,,7,608000
475,-4537,658,667,,7,667000
282,-7452,607,723,,7,723000
363,-3537,473,898,,7,898000
437,-3085,528,939,,7,939000
377,-19370,645,188,,7,188000
535,-13953,717,588,,7,588000
517,-6912,842,941,,7,941000
324,-4212,453,813,,7,813000
376,-6415,550,812,,7,812000
2060,-3213,324,925,,7,925000
606,-5197,624,845,,7,845000
393,-6944,577,614,,7,614000
301,-4878,449,385,,7,385000
926,-4210,318,975,,7,975000
653,-10000,456,696,,7,696000
428,-6906,399,917,,7,917000
707,-5319,407,963,,7,963000
292,-13685,733,212,,7,212000
300,-4836,551,812,,7,812000
327,-5869,598,751,,7,751000
370,-11285,382,615,,7,615000
465,-7154,592,813,,7,813000
268,-8847,511,504,,7,504000
773,-4182,359,938,,7,938000
423,-10503,341,552,,7,552000
272,-4562,602,810,,7,810000
391,-3976,252,802,,7,802000
481,-6317,612,761,,7,761000
533,-4542,308,873,,7,873000
473,-6525,730,764,,7,764000
453,-7565,355,791,,7,791000
440,-7539,429,668,,7,668000
1250,-3314,466,951,,7,951000
331,-7294,358,671,,7,671000
280,-14344,381,371,,7,371000
447,-14686,581,163,,7,163000
376,-10964,491,583,,7,583000
569,-4966,505,839,,7,839000
329,-8652,339,459,,7,459000
1350,-8770,329,974,,7,974000
385,-3255,545,834,,7,834000
601,-6387,599,702,,7,702000
648,-3816,385,972,,7,972000
632,-8671,262,777,,7,777000
798,-5344,313,890,,7,890000
2670,-4172,321,895,,7,895000
432,-5356,276,715,,7,715000
329,-6731,381,436,,7,436000
248,-7714,566,378,,7,378000
723,-9415,310,610,,7,610000
295,-9113,379,593,,7,593000
283,-8799,540,423,,7,423000
591,-9138,426,932,,7,932000
877,-9005,609,600,,7,600000
341,-10158,478,598,,7,598000
647,-6422,615,821,,7,821000
1070,-4688,442,920,,7,920000
443,-6548,552,871,,7,871000
421,-13274,496,338,,7,338000
744,-4845,654,875,,7,875000
1720,-4208,258,978,,7,978000
451,-7741,611,734,,7,734000
252,-8427,765,612,,7,612000
368,-8301,452,652,,7,652000
244,-6421,637,525,,7,525000
587,-6343,473,888,,7,888000
612,-5121,472,811,,7,811000
399,-6887,546,760,,7,760000
1150,-3583,461,825,,7,825000
2390,-5655,284,966,,7,966000
483,-3868,433,854,,7,854000
231,-7720,580,575,,7,575000
537,-4383,473,900,,7,900000
567,-5858,461,872,,7,872000
476,-2405,420,909,,7,909000
729,-2868,393,858,,7,858000
1330,-4918,223,891,,7,891000
301,-13589,395,252,,7,252000
2590,-11043,899,491,,7,491000
453,-2767,180,905,,7,905000
643,-5246,817,622,,7,622000
345,-3585,564,924,,7,924000
762,-5928,468,971,,7,971000
636,-13500,372,644,,7,644000
383,-5861,522,853,,7,853000
299,-9346,398,290,,7,290000
297,-8041,541,775,,7,775000
726,-3740,500,887,,7,887000
373,-9215,591,851,,7,851000
543,-5876,294,695,,7,695000
420,-5625,626,631,,7,631000
631,-5052,435,774,,7,774000
367,-6470,691,762,,7,762000
1000,-5938,326,813,,7,813000
526,-8276,764,661,,7,661000
444,-7866,432,600,,7,600000
334,-5782,619,459,,7,459000
476,-7815,671,712,,7,712000
586,-3209,402,873,,7,873000
757,-10492,364,768,,7,768000
362,-4118,413,862,,7,862000
456,-5824,319,771,,7,771000
354,-6224,507,960,,7,960000
600,-8483,271,882,,7,882000
5310,-871,460,991,,7,991000
264,-8821,544,459,,7,459000
290,-5825,563,871,,7,871000
521,-5956,542,732,,7,732000
501,-2662,545,976,,7,976000
1570,-3205,510,818,,7,818000
346,-5729,566,538,,7,538000
323,-7754,660,522,,7,522000
436,-6228,503,895,,7,895000
803,-7232,424,948,,7,948000
407,-6029,639,964,,7,964000
456,-9157,634,507,,7,507000
810,-4170,736,811,,7,811000
298,-5378,637,703,,7,703000
455,-8559,528,621,,7,621000
368,-14936,333,480,,7,480000
735,-6136,525,922,,7,922000
390,-6654,742,716,,7,716000
544,-5926,147,883,,7,883000
321,-3045,704,809,,7,809000
277,-5047,473,749,,7,749000
1700,-6874,299,933,,7,933000
546,-6352,474,794,,7,794000
1160,-6465,743,836,,7,836000
684,-8660,511,762,,7,762000
370,-7791,558,744,,7,744000
1560,-4089,402,924,,7,924000
315,-4116,265,801,,7,801000
291,-9162,328,429,,7,429000
263,-13195,608,363,,7,363000
307,-17271,351,228,,7,228000
300,-9532,549,389,,7,389000
309,-8328,395,502,,7,502000
410,-10462,703,672,,7,672000
409,-6006,394,846,,7,846000
1140,-6002,282,843,,7,843000
307,-8303,607,333,,7,333000
480,-9933,307,779,,7,779000
461,-5053,633,831,,7,831000
319,-3842,532,759,,7,759000
334,-4772,528,715,,7,715000
261,-9159,486,401,,7,401000
383,-10239,491,797,,7,797000
657,-8265,350,846,,7,846000
2690,-3724,234,978,,7,978000
487,-4202,427,931,,7,931000
261,-7037,642,609,,7,609000
290,-6873,615,657,,7,657000
649,-3278,502,978,,7,978000
789,-7714,277,848,,7,848000
422,-6069,284,875,,7,875000
1260,-3127,494,939,,7,939000
607,-5400,450,914,,7,914000
3250,-2485,359,988,,7,988000
371,-5692,288,758,,7,758000
811,-4953,630,849,,7,849000
524,-11025,730,639,,7,639000
1470,-3090,441,976,,7,976000
291,-12104,347,302,,7,302000
615,-5765,536,845,,7,845000
267,-5113,558,719,,7,719000
392,-14743,449,246,,7,246000
862,-7126,333,714,,7,714000
303,-10991,730,487,,7,487000
368,-13528,507,405,,7,405000
1110,-2497,464,919,,7,919000
259,-7199,438,404,,7,404000
563,-5201,390,830,,7,830000
1130,-3174,162,947,,7,947000
584,-3920,308,904,,7,904000
679,-3819,550,965,,7,965000
339,-7899,760,577,,7,577000
292,-5064,637,902,,7,902000
277,-13628,651,516,,7,516000
434,-4889,432,866,,7,866000
345,-5399,339,676,,7,676000
1050,-8088,253,978,,7,978000
532,-4910,399,870,,7,870000
330,-9036,352,621,,7,621000
318,-11587,153,417,,7,417000
1680,-6714,310,945,,7,945000
659,-2573,445,891,,7,891000
393,-5059,467,769,,7,769000
342,-9267,510,893,,7,893000
389,-3855,523,931,,7,931000
305,-6163,598,743,,7,743000
321,-3015,505,710,,7,710000
262,-10585,580,488,,7,488000
414,-4154,250,765,,7,765000
1080,-4758,662,949,,7,949000
430,-3876,471,900,,7,900000
428,-3124,415,901,,7,901000
289,-8530,528,756,,7,756000
469,-5336,495,931,,7,931000
392,-8954,639,715,,7,715000
349,-11342,643,344,,7,344000
1500,-8201,460,906,,7,906000
318,-3710,461,755,,7,755000
715,-3299,570,989,,7,989000
345,-12376,393,321,,7,321000
301,-4878,449,385,,7,385000
825,-4490,374,903,,7,903000
323,-4379,511,913,,7,913000
464,-4994,447,788,,7,788000
292,-10779,717,527,,7,527000
392,-4867,411,910,,7,910000
638,-4421,383,875,,7,875000
416,-6382,462,914,,7,914000
913,-4243,528,908,,7,908000
1850,-9505,773,607,,7,607000
480,-4186,553,868,,7,868000
340,-5963,306,722,,7,722000
431,-4599,530,721,,7,721000
612,-5121,472,811,,7,811000
867,-2713,685,940,,7,940000
324,-14229,387,492,,7,492000
281,-6825,653,576,,7,576000
576,-7737,665,834,,7,834000
581,-10221,330,843,,7,843000
259,-10668,437,522,,7,522000
604,-17972,257,403,,7,403000
411,-5298,484,741,,7,741000
802,-10830,510,696,,7,696000
1200,-7486,358,893,,7,893000
448,-2896,412,944,,7,944000
372,-10004,400,403,,7,403000
1850,-3781,378,925,,7,925000
428,-7499,513,655,,7,655000
543,-4816,356,897,,7,897000
543,-9453,549,870,,7,870000
476,-7595,488,862,,7,862000
598,-3356,504,821,,7,821000
448,-7339,531,976,,7,976000
317,-8855,453,654,,7,654000
2160,-7861,657,813,,7,813000
1120,-6353,436,766,,7,766000
716,-6777,700,742,,7,742000
302,-5846,488,710,,7,710000
463,-6787,263,733,,7,733000
387,-10774,534,577,,7,577000
545,-10398,749,463,,7,463000
616,-4972,613,809,,7,809000
539,-6121,429,873,,7,873000
904,-11151,454,683,,7,683000
384,-14590,713,258,,7,258000
659,-4724,505,948,,7,948000
441,-13794,461,834,,7,834000
291,-9316,294,641,,7,641000
1270,-4564,500,932,,7,932000
520,-5134,669,789,,7,789000
835,-5319,192,737,,7,737000
331,-8742,417,747,,7,747000
303,-7454,402,466,,7,466000
283,-9339,616,539,,7,539000
515,-5580,473,804,,7,804000
527,-3612,467,904,,7,904000
326,-4555,512,833,,7,833000
1230,-3076,412,978,,7,978000
352,-8574,634,746,,7,746000
556,-4691,374,769,,7,769000
293,-4547,743,670,,7,670000
260,-12206,528,428,,7,428000
758,-7039,449,979,,7,979000
509,-12348,499,485,,7,485000
1780,-3979,398,982,,7,982000
700,-6872,581,791,,7,791000
516,-4202,628,812,,7,812000
853,-4845,478,971,,7,971000
278,-9068,566,663,,7,663000
446,-3857,475,824,,7,824000
386,-7677,439,705,,7,705000
1470,-3090,441,976,,7,976000
669,-4636,447,923,,7,923000
262,-5552,607,658,,7,658000
447,-4760,618,823,,7,823000
1560,-4751,780,919,,7,919000
927,-5399,838,757,,7,757000
345,-9563,322,394,,7,394000
2350,-2158,468,998,,7,998000
3030,-3622,359,981,,7,981000
271,-8202,378,474,,7,474000
311,-7120,336,522,,7,522000
346,-5648,646,882,,7,882000
806,-4228,520,856,,7,856000
1250,-8615,648,882,,7,882000
284,-8596,591,547,,7,547000
1260,-4431,499,870,,7,870000
518,-4383,366,979,,7,979000
354,-8708,527,871,,7,871000
319,-5991,503,601,,7,601000
1420,-3553,161,973,,7,973000
316,-8079,507,683,,7,683000
413,-7598,584,627,,7,627000
1570,-3382,406,961,,7,961000
451,-6552,778,899,,7,899000
345,-7670,396,473,,7,473000
292,-6257,655,469,,7,469000
298,-8691,577,828,,7,828000
271,-8202,378,474,,7,474000
321,-5634,621,892,,7,892000
288,-6934,725,695,,7,695000
264,-6914,695,869,,7,869000
271,-9294,606,570,,7,570000
459,-3501,500,817,,7,817000
1670,-5260,324,969,,7,969000
369,-9602,589,820,,7,820000
388,-6291,516,931,,7,931000
395,-7247,110,729,,7,729000
1320,-2130,364,992,,7,992000
1020,-4288,490,794,,7,794000
584,-7231,696,836,,7,836000
419,-7980,677,766,,7,766000
864,-3843,529,913,,7,913000
554,-10068,564,932,,7,932000
309,-12500,559,354,,7,354000
537,-7646,471,670,,7,670000
307,-10629,454,610,,7,610000
588,-4350,553,902,,7,902000
637,-5772,421,808,,7,808000
265,-14918,439,434,,7,434000
805,-7750,428,916,,7,916000
561,-6400,622,619,,7,619000
387,-19032,735,355,,7,355000
264,-10797,537,391,,7,391000
310,-16693,741,388,,7,388000
398,-3617,468,851,,7,851000
314,-5994,633,691,,7,691000
3460,-13540,549,601,,7,601000
1330,-3504,476,979,,7,979000
642,-7207,625,778,,7,778000
250,-9786,597,580,,7,580000
520,-5877,353,898,,7,898000
1040,-3487,356,960,,7,960000
1000,-8548,916,720,,7,720000
509,-2785,392,791,,7,791000
380,-3524,489,769,,7,769000
996,-3160,373,961,,7,961000
570,-4907,509,584,,7,584000
401,-8232,636,568,,7,568000
735,-5769,388,694,,7,694000
566,-4651,252,839,,7,839000
283,-10687,475,322,,7,322000
371,-13108,749,699,,7,699000
1120,-12769,561,754,,7,754000
916,-9492,737,642,,7,642000
726,-6143,458,937,,7,937000
852,-4169,526,776,,7,776000
372,-3961,390,646,,7,646000
333,-8723,534,634,,7,634000
577,-8210,249,834,,7,834000
1450,-5569,548,632,,7,632000
672,-5917,459,973,,7,973000
359,-10956,611,719,,7,719000
300,-6493,274,606,,7,606000
0,-16426,0,214,,7,214000
855,-4662,540,912,,7,912000
277,-13628,651,516,,7,516000
345,-9840,601,522,,7,522000
451,-3915,508,958,,7,958000
807,-1789,547,987,,7,987000
601,-10710,543,912,,7,912000
497,-10164,653,519,,7,519000
476,-9919,666,936,,7,936000
2210,-4011,620,912,,7,912000
775,-4046,602,905,,7,905000
267,-7734,459,427,,7,427000
511,-6198,443,956,,7,956000
462,-9261,554,681,,7,681000
405,-2887,698,872,,7,872000
267,-12172,549,290,,7,290000
719,-5304,552,958,,7,958000
395,-3261,542,818,,7,818000
268,-9520,598,565,,7,565000
4890,-3837,520,967,,7,967000
319,-3842,532,759,,7,759000
608,-6347,373,914,,7,914000
392,-4624,398,768,,7,768000
428,-3124,415,901,,7,901000
844,-2741,468,988,,7,988000
971,-4490,528,926,,7,926000
1850,-3781,378,925,,7,925000
430,-10613,653,730,,7,730000
293,-4807,649,888,,7,888000
287,-7634,272,281,,7,281000
299,-4368,452,805,,7,805000
426,-9251,460,756,,7,756000
964,-8399,405,871,,7,871000
508,-10022,247,786,,7,786000
427,-15039,475,439,,7,439000
8860,-8500,329,929,,7,929000
851,-2372,560,953,,7,953000
667,-7205,409,915,,7,915000
347,-10484,557,540,,7,540000
1440,-8838,393,964,,7,964000
385,-6283,640,922,,7,922000
726,-3740,500,887,,7,887000
380,-5124,451,817,,7,817000
815,-4201,492,942,,7,942000
986,-2320,204,897,,7,897000
635,-7222,358,901,,7,901000
1460,-4866,696,830,,7,830000
310,-8156,614,764,,7,764000
1400,-3662,406,986,,7,986000
327,-7712,363,548,,7,548000
1020,-7332,324,938,,7,938000
807,-5088,485,937,,7,937000
363,-6114,607,720,,7,720000
584,-5558,282,963,,7,963000
297,-5703,624,910,,7,910000
488,-7501,410,718,,7,718000
619,-6094,584,804,,7,804000
519,-6406,436,640,,7,640000
331,-12074,750,593,,7,593000
502,-4050,592,877,,7,877000
1020,-7332,324,938,,7,938000
851,-3490,355,938,,7,938000
290,-4649,472,671,,7,671000
700,-3335,240,956,,7,956000
307,-4166,503,667,,7,667000
300,-8166,601,574,,7,574000
886,-1917,349,958,,7,958000
2590,-4714,580,788,,7,788000
1000,-5938,326,813,,7,813000
2990,-6421,460,915,,7,915000
754,-3348,482,883,,7,883000
787,-6092,326,942,,7,942000
365,-3878,599,853,,7,853000
362,-10454,544,493,,7,493000
728,-8530,547,647,,7,647000
325,-13492,403,272,,7,272000
441,-6128,654,755,,7,755000
314,-6215,594,554,,7,554000
353,-6230,371,879,,7,879000
643,-6764,439,698,,7,698000
1200,-4210,512,785,,7,785000
623,-10120,600,777,,7,777000
337,-10179,305,501,,7,501000
353,-4059,488,874,,7,874000
354,-7136,635,551,,7,551000
399,-6887,546,760,,7,760000
311,-5927,511,724,,7,724000
452,-5136,475,922,,7,922000
1180,-5085,487,905,,7,905000
659,-5452,542,820,,7,820000
291,-6696,771,420,,7,420000
426,-4985,717,732,,7,732000
302,-14733,373,174,,7,174000
276,-9744,828,492,,7,492000
1150,-4102,446,895,,7,895000
423,-3086,456,956,,7,956000
556,-7409,654,530,,7,530000
701,-8082,293,933,,7,933000
1360,-3388,481,974,,7,974000
323,-7596,548,532,,7,532000
316,-8017,580,627,,7,627000
515,-4967,435,856,,7,856000
551,-4341,687,773,,7,773000
291,-7494,498,496,,7,496000
367,-10654,167,539,,7,539000
280,-11713,552,640,,7,640000
388,-5846,500,824,,7,824000
328,-8946,679,772,,7,772000
262,-10585,580,488,,7,488000
449,-15308,758,378,,7,378000
605,-5459,479,717,,7,717000
481,-3199,377,916,,7,916000
494,-7384,472,661,,7,661000
987,-3645,534,979,,7,979000
324,-7159,245,542,,7,542000
631,-2940,169,956,,7,956000
351,-9430,565,764,,7,764000
773,-5636,480,978,,7,978000
376,-9381,277,670,,7,670000
476,-8936,191,910,,7,910000
274,-6973,552,570,,7,570000
427,-12878,741,647,,7,647000
330,-12438,525,298,,7,298000
735,-4095,586,841,,7,841000
585,-5664,588,775,,7,775000
837,-3120,419,938,,7,938000
330,-6229,552,851,,7,851000
643,-8141,208,870,,7,870000
592,-12146,793,362,,7,362000
621,-8396,742,503,,7,503000
467,-7666,429,852,,7,852000
439,-6129,510,718,,7,718000
648,-5813,424,934,,7,934000
345,-4927,525,858,,7,858000
384,-5059,767,694,,7,694000
766,-9762,446,816,,7,816000
347,-6711,560,825,,7,825000
853,-4628,312,975,,7,975000
407,-5915,492,952,,7,952000
309,-10567,162,429,,7,429000
600,-4285,497,847,,7,847000
470,-7037,656,791,,7,791000
743,-4590,409,816,,7,816000
664,-17467,521,193,,7,193000
274,-7330,197,546,,7,546000
293,-11493,431,676,,7,676000
941,-6493,865,752,,7,752000
274,-5342,477,721,,7,721000
341,-3426,555,883,,7,883000
987,-5972,446,963,,7,963000
444,-6131,541,890,,7,890000
511,-5012,199,948,,7,948000
315,-10506,565,542,,7,542000
600,-5704,375,969,,7,969000
572,-5573,563,865,,7,865000
336,-4569,540,631,,7,631000
262,-5927,491,430,,7,430000
1720,-7017,367,907,,7,907000
375,-6299,263,432,,7,432000
396,-3495,225,816,,7,816000
396,-6020,645,704,,7,704000
323,-18064,671,373,,7,373000
919,-4897,368,921,,7,921000
724,-10638,479,622,,7,622000
315,-7471,481,455,,7,455000
284,-11511,533,561,,7,561000
510,-11391,688,753,,7,753000
673,-4649,459,903,,7,903000
582,-6406,472,900,,7,900000
767,-5195,467,976,,7,976000
574,-5967,252,915,,7,915000
1570,-3205,510,818,,7,818000
380,-4405,758,779,,7,779000
291,-9316,294,641,,7,641000
688,-2271,343,961,,7,961000
261,-6563,744,693,,7,693000
665,-2879,221,809,,7,809000
462,-5746,340,542,,7,542000
539,-2626,513,953,,7,953000
370,-5882,505,916,,7,916000
369,-6066,487,738,,7,738000
624,-6237,438,805,,7,805000
396,-14661,398,266,,7,266000
336,-4061,572,721,,7,721000
907,-4100,258,976,,7,976000
1070,-4008,454,913,,7,913000
383,-11048,488,695,,7,695000
685,-12382,450,568,,7,568000
577,-8210,249,834,,7,834000
384,-6998,389,745,,7,745000
540,-5435,386,812,,7,812000
514,-7225,520,827,,7,827000
333,-5162,383,662,,7,662000
645,-9732,519,666,,7,666000
243,-6533,589,781,,7,781000
427,-3117,661,843,,7,843000
378,-10961,380,760,,7,760000
334,-5203,657,685,,7,685000
361,-6607,634,779,,7,779000
302,-6606,466,496,,7,496000
371,-5641,631,645,,7,645000
542,-4797,570,844,,7,844000
296,-13968,698,567,,7,567000
561,-6289,644,919,,7,919000
281,-4535,667,776,,7,776000
488,-7345,607,802,,7,802000
264,-14537,497,285,,7,285000
396,-3826,492,930,,7,930000
283,-11753,467,432,,7,432000
334,-10391,364,729,,7,729000
557,-5894,493,914,,7,914000
369,-13553,547,691,,7,691000
340,-8109,589,696,,7,696000
389,-7721,615,560,,7,560000
377,-8821,277,663,,7,663000
2300,-7136,711,592,,7,592000
298,-4792,526,671,,7,671000
301,-8999,536,477,,7,477000
489,-3541,446,900,,7,900000
700,-5682,432,968,,7,968000
441,-5368,454,839,,7,839000
338,-4777,464,943,,7,943000
942,-4479,538,826,,7,826000
567,-5858,461,872,,7,872000
539,-9090,620,688,,7,688000
870,-4882,293,978,,7,978000
579,-2689,475,858,,7,858000
926,-2720,406,988,,7,988000
1320,-4838,468,902,,7,902000
391,-2552,424,944,,7,944000
378,-3439,545,964,,7,964000
297,-8905,323,431,,7,431000
359,-3323,652,876,,7,876000
282,-7076,317,764,,7,764000
307,-10023,733,794,,7,794000
774,-2433,318,919,,7,919000
356,-7151,378,831,,7,831000
431,-3896,627,865,,7,865000
287,-5511,559,668,,7,668000
361,-4890,485,900,,7,900000
526,-5428,643,849,,7,849000
292,-9186,647,507,,7,507000
948,-5976,536,836,,7,836000
1400,-5937,272,855,,7,855000
395,-5021,682,765,,7,765000
1130,-5807,674,754,,7,754000
472,-9526,271,553,,7,553000
369,-7631,247,660,,7,660000
346,-2940,483,858,,7,858000
353,-8575,486,831,,7,831000
288,-12031,478,305,,7,305000
338,-11215,612,562,,7,562000
844,-2741,468,988,,7,988000
339,-6622,599,626,,7,626000
344,-7540,466,549,,7,549000
289,-7171,671,713,,7,713000
328,-9653,511,517,,7,517000
398,-7981,305,833,,7,833000
2380,-3403,540,917,,7,917000
274,-5659,462,628,,7,628000
511,-4318,401,897,,7,897000
331,-6486,529,843,,7,843000
349,-6436,594,840,,7,840000
1300,-7602,136,945,,7,945000
505,-3945,237,880,,7,880000
435,-6944,476,849,,7,849000
285,-11822,540,429,,7,429000
438,-4633,696,790,,7,790000
755,-5209,543,927,,7,927000
853,-7519,594,813,,7,813000
404,-4801,560,649,,7,649000
593,-4671,578,894,,7,894000
347,-6771,301,780,,7,780000
264,-5589,649,798,,7,798000
301,-6163,499,820,,7,820000
788,-7693,600,811,,7,811000
363,-5668,739,554,,7,554000
1450,-7951,443,727,,7,727000
347,-9634,336,580,,7,580000
783,-5510,549,724,,7,724000
1560,-6773,777,692,,7,692000
289,-8879,376,483,,7,483000
1130,-4747,542,914,,7,914000
1130,-3891,492,911,,7,911000
415,-4529,740,895,,7,895000
428,-10103,288,620,,7,620000
808,-6441,573,939,,7,939000
1720,-7017,367,907,,7,907000
1620,-4651,622,941,,7,941000
387,-12281,602,691,,7,691000
2250,-8980,777,451,,7,451000
